,RunId,iteration,Step,num_nodes,avg_node_degree,initial_outbreak_size,virus_spread_chance,recovery_chance,superspreader_chance,degree_influence,Infected,Susceptible,Resistant
633,636,25,50,3,4,10,0.4,0.3,0.1,0.02,0,0,3
634,632,25,50,3,4,10,0.4,0.3,0.05,0.03,0,2,1
635,633,25,50,3,4,10,0.4,0.3,0.05,0.04,0,1,2
636,634,25,50,3,4,10,0.4,0.3,0.05,0.05,0,1,2
637,638,25,50,3,4,10,0.4,0.3,0.1,0.04,0,0,3
638,637,25,50,3,4,10,0.4,0.3,0.1,0.03,0,1,2
639,640,25,50,3,4,10,0.4,0.3,0.15,0.01,0,1,2
640,642,25,50,3,4,10,0.4,0.3,0.15,0.03,0,1,2
641,639,25,50,3,4,10,0.4,0.3,0.1,0.05,0,3,0
642,643,25,50,3,4,10,0.4,0.3,0.15,0.04,0,1,2
643,641,25,50,3,4,10,0.4,0.3,0.15,0.02,0,0,3
644,645,25,50,3,4,10,0.4,0.3,0.2,0.01,0,1,2
645,646,25,50,3,4,10,0.4,0.3,0.2,0.02,0,0,3
646,644,25,50,3,4,10,0.4,0.3,0.15,0.05,0,0,3
647,647,25,50,3,4,10,0.4,0.3,0.2,0.03,2,0,1
648,648,25,50,3,4,10,0.4,0.3,0.2,0.04,0,2,1
649,651,26,50,3,4,10,0.4,0.3,0.01,0.02,0,0,3
650,650,26,50,3,4,10,0.4,0.3,0.01,0.01,0,0,3
651,649,25,50,3,4,10,0.4,0.3,0.2,0.05,0,1,2
652,653,26,50,3,4,10,0.4,0.3,0.01,0.04,0,1,2
653,652,26,50,3,4,10,0.4,0.3,0.01,0.03,0,0,3
654,654,26,50,3,4,10,0.4,0.3,0.01,0.05,0,1,2
655,657,26,50,3,4,10,0.4,0.3,0.05,0.03,0,1,2
656,655,26,50,3,4,10,0.4,0.3,0.05,0.01,0,0,3
657,656,26,50,3,4,10,0.4,0.3,0.05,0.02,0,1,2
658,658,26,50,3,4,10,0.4,0.3,0.05,0.04,0,0,3
659,659,26,50,3,4,10,0.4,0.3,0.05,0.05,0,1,2
660,662,26,50,3,4,10,0.4,0.3,0.1,0.03,0,0,3
661,661,26,50,3,4,10,0.4,0.3,0.1,0.02,0,1,2
662,660,26,50,3,4,10,0.4,0.3,0.1,0.01,0,1,2
663,664,26,50,3,4,10,0.4,0.3,0.1,0.05,0,2,1
664,665,26,50,3,4,10,0.4,0.3,0.15,0.01,0,1,2
665,663,26,50,3,4,10,0.4,0.3,0.1,0.04,0,1,2
666,668,26,50,3,4,10,0.4,0.3,0.15,0.04,0,1,2
667,666,26,50,3,4,10,0.4,0.3,0.15,0.02,0,1,2
668,667,26,50,3,4,10,0.4,0.3,0.15,0.03,0,0,3
669,669,26,50,3,4,10,0.4,0.3,0.15,0.05,0,1,2
670,671,26,50,3,4,10,0.4,0.3,0.2,0.02,0,1,2
671,670,26,50,3,4,10,0.4,0.3,0.2,0.01,1,0,2
672,672,26,50,3,4,10,0.4,0.3,0.2,0.03,0,1,2
673,673,26,50,3,4,10,0.4,0.3,0.2,0.04,0,2,1
674,674,26,50,3,4,10,0.4,0.3,0.2,0.05,0,0,3
675,677,27,50,3,4,10,0.4,0.3,0.01,0.03,0,0,3
676,675,27,50,3,4,10,0.4,0.3,0.01,0.01,0,1,2
677,676,27,50,3,4,10,0.4,0.3,0.01,0.02,0,0,3
678,679,27,50,3,4,10,0.4,0.3,0.01,0.05,0,0,3
679,682,27,50,3,4,10,0.4,0.3,0.05,0.03,0,1,2
680,681,27,50,3,4,10,0.4,0.3,0.05,0.02,0,0,3
681,678,27,50,3,4,10,0.4,0.3,0.01,0.04,0,2,1
682,680,27,50,3,4,10,0.4,0.3,0.05,0.01,0,0,3
683,684,27,50,3,4,10,0.4,0.3,0.05,0.05,0,1,2
684,685,27,50,3,4,10,0.4,0.3,0.1,0.01,0,0,3
685,683,27,50,3,4,10,0.4,0.3,0.05,0.04,0,1,2
686,686,27,50,3,4,10,0.4,0.3,0.1,0.02,0,1,2
687,687,27,50,3,4,10,0.4,0.3,0.1,0.03,0,1,2
688,689,27,50,3,4,10,0.4,0.3,0.1,0.05,0,0,3
689,688,27,50,3,4,10,0.4,0.3,0.1,0.04,0,1,2
690,690,27,50,3,4,10,0.4,0.3,0.15,0.01,0,1,2
691,691,27,50,3,4,10,0.4,0.3,0.15,0.02,0,1,2
692,692,27,50,3,4,10,0.4,0.3,0.15,0.03,0,1,2
693,694,27,50,3,4,10,0.4,0.3,0.15,0.05,0,0,3
694,695,27,50,3,4,10,0.4,0.3,0.2,0.01,0,0,3
695,693,27,50,3,4,10,0.4,0.3,0.15,0.04,0,1,2
696,698,27,50,3,4,10,0.4,0.3,0.2,0.04,0,2,1
697,696,27,50,3,4,10,0.4,0.3,0.2,0.02,0,2,1
698,697,27,50,3,4,10,0.4,0.3,0.2,0.03,0,1,2
699,699,27,50,3,4,10,0.4,0.3,0.2,0.05,0,1,2
700,700,28,50,3,4,10,0.4,0.3,0.01,0.01,0,0,3
701,702,28,50,3,4,10,0.4,0.3,0.01,0.03,0,0,3
702,701,28,50,3,4,10,0.4,0.3,0.01,0.02,0,0,3
703,703,28,50,3,4,10,0.4,0.3,0.01,0.04,0,1,2
704,706,28,50,3,4,10,0.4,0.3,0.05,0.02,0,1,2
705,704,28,50,3,4,10,0.4,0.3,0.01,0.05,0,2,1
706,707,28,50,3,4,10,0.4,0.3,0.05,0.03,0,0,3
707,705,28,50,3,4,10,0.4,0.3,0.05,0.01,0,0,3
708,711,28,50,3,4,10,0.4,0.3,0.1,0.02,0,0,3
709,708,28,50,3,4,10,0.4,0.3,0.05,0.04,0,0,3
710,709,28,50,3,4,10,0.4,0.3,0.05,0.05,0,1,2
711,710,28,50,3,4,10,0.4,0.3,0.1,0.01,0,0,3
712,712,28,50,3,4,10,0.4,0.3,0.1,0.03,0,0,3
713,714,28,50,3,4,10,0.4,0.3,0.1,0.05,0,1,2
714,715,28,50,3,4,10,0.4,0.3,0.15,0.01,0,1,2
715,713,28,50,3,4,10,0.4,0.3,0.1,0.04,0,1,2
716,716,28,50,3,4,10,0.4,0.3,0.15,0.02,0,1,2
717,717,28,50,3,4,10,0.4,0.3,0.15,0.03,0,0,3
718,718,28,50,3,4,10,0.4,0.3,0.15,0.04,0,0,3
719,720,28,50,3,4,10,0.4,0.3,0.2,0.01,0,1,2
720,719,28,50,3,4,10,0.4,0.3,0.15,0.05,0,1,2
721,721,28,50,3,4,10,0.4,0.3,0.2,0.02,0,2,1
722,722,28,50,3,4,10,0.4,0.3,0.2,0.03,0,1,2
723,724,28,50,3,4,10,0.4,0.3,0.2,0.05,0,0,3
724,723,28,50,3,4,10,0.4,0.3,0.2,0.04,0,0,3
725,725,29,50,3,4,10,0.4,0.3,0.01,0.01,0,1,2
726,727,29,50,3,4,10,0.4,0.3,0.01,0.03,0,1,2
727,726,29,50,3,4,10,0.4,0.3,0.01,0.02,0,1,2
728,728,29,50,3,4,10,0.4,0.3,0.01,0.04,0,1,2
729,733,29,50,3,4,10,0.4,0.3,0.05,0.04,0,1,2
730,729,29,50,3,4,10,0.4,0.3,0.01,0.05,0,0,3
731,730,29,50,3,4,10,0.4,0.3,0.05,0.01,0,0,3
732,731,29,50,3,4,10,0.4,0.3,0.05,0.02,0,0,3
733,732,29,50,3,4,10,0.4,0.3,0.05,0.03,0,1,2
734,734,29,50,3,4,10,0.4,0.3,0.05,0.05,0,1,2
735,735,29,50,3,4,10,0.4,0.3,0.1,0.01,0,0,3
736,737,29,50,3,4,10,0.4,0.3,0.1,0.03,0,0,3
737,736,29,50,3,4,10,0.4,0.3,0.1,0.02,0,1,2
738,738,29,50,3,4,10,0.4,0.3,0.1,0.04,0,0,3
739,741,29,50,3,4,10,0.4,0.3,0.15,0.02,0,1,2
740,740,29,50,3,4,10,0.4,0.3,0.15,0.01,0,0,3
741,739,29,50,3,4,10,0.4,0.3,0.1,0.05,0,0,3
742,743,29,50,3,4,10,0.4,0.3,0.15,0.04,0,1,2
743,742,29,50,3,4,10,0.4,0.3,0.15,0.03,0,0,3
744,744,29,50,3,4,10,0.4,0.3,0.15,0.05,0,0,3
745,745,29,50,3,4,10,0.4,0.3,0.2,0.01,0,1,2
746,747,29,50,3,4,10,0.4,0.3,0.2,0.03,0,0,3
747,748,29,50,3,4,10,0.4,0.3,0.2,0.04,0,1,2
748,746,29,50,3,4,10,0.4,0.3,0.2,0.02,0,1,2
749,750,30,50,3,4,10,0.4,0.3,0.01,0.01,0,0,3
750,749,29,50,3,4,10,0.4,0.3,0.2,0.05,0,1,2
751,752,30,50,3,4,10,0.4,0.3,0.01,0.03,0,1,2
752,751,30,50,3,4,10,0.4,0.3,0.01,0.02,0,1,2
753,755,30,50,3,4,10,0.4,0.3,0.05,0.01,0,0,3
754,753,30,50,3,4,10,0.4,0.3,0.01,0.04,0,1,2
755,756,30,50,3,4,10,0.4,0.3,0.05,0.02,0,1,2
756,754,30,50,3,4,10,0.4,0.3,0.01,0.05,0,1,2
757,757,30,50,3,4,10,0.4,0.3,0.05,0.03,0,1,2
758,761,30,50,3,4,10,0.4,0.3,0.1,0.02,0,2,1
759,759,30,50,3,4,10,0.4,0.3,0.05,0.05,0,0,3
760,758,30,50,3,4,10,0.4,0.3,0.05,0.04,0,0,3
761,760,30,50,3,4,10,0.4,0.3,0.1,0.01,0,1,2
762,764,30,50,3,4,10,0.4,0.3,0.1,0.05,0,0,3
763,762,30,50,3,4,10,0.4,0.3,0.1,0.03,0,1,2
764,763,30,50,3,4,10,0.4,0.3,0.1,0.04,0,1,2
765,765,30,50,3,4,10,0.4,0.3,0.15,0.01,0,0,3
766,767,30,50,3,4,10,0.4,0.3,0.15,0.03,1,0,2
767,768,30,50,3,4,10,0.4,0.3,0.15,0.04,0,0,3
768,769,30,50,3,4,10,0.4,0.3,0.15,0.05,0,2,1
769,766,30,50,3,4,10,0.4,0.3,0.15,0.02,0,1,2
770,770,30,50,3,4,10,0.4,0.3,0.2,0.01,0,0,3
771,772,30,50,3,4,10,0.4,0.3,0.2,0.03,0,1,2
772,773,30,50,3,4,10,0.4,0.3,0.2,0.04,0,1,2
773,774,30,50,3,4,10,0.4,0.3,0.2,0.05,0,1,2
774,771,30,50,3,4,10,0.4,0.3,0.2,0.02,0,0,3
775,776,31,50,3,4,10,0.4,0.3,0.01,0.02,0,1,2
776,775,31,50,3,4,10,0.4,0.3,0.01,0.01,0,1,2
777,777,31,50,3,4,10,0.4,0.3,0.01,0.03,0,0,3
778,778,31,50,3,4,10,0.4,0.3,0.01,0.04,0,0,3
779,781,31,50,3,4,10,0.4,0.3,0.05,0.02,0,1,2
780,779,31,50,3,4,10,0.4,0.3,0.01,0.05,0,1,2
781,782,31,50,3,4,10,0.4,0.3,0.05,0.03,0,1,2
782,780,31,50,3,4,10,0.4,0.3,0.05,0.01,0,0,3
783,783,31,50,3,4,10,0.4,0.3,0.05,0.04,0,1,2
784,784,31,50,3,4,10,0.4,0.3,0.05,0.05,0,0,3
785,786,31,50,3,4,10,0.4,0.3,0.1,0.02,0,2,1
786,787,31,50,3,4,10,0.4,0.3,0.1,0.03,0,1,2
787,785,31,50,3,4,10,0.4,0.3,0.1,0.01,0,0,3
788,789,31,50,3,4,10,0.4,0.3,0.1,0.05,0,1,2
789,788,31,50,3,4,10,0.4,0.3,0.1,0.04,1,1,1
790,792,31,50,3,4,10,0.4,0.3,0.15,0.03,0,1,2
791,790,31,50,3,4,10,0.4,0.3,0.15,0.01,0,0,3
792,793,31,50,3,4,10,0.4,0.3,0.15,0.04,0,0,3
793,791,31,50,3,4,10,0.4,0.3,0.15,0.02,0,1,2
794,794,31,50,3,4,10,0.4,0.3,0.15,0.05,0,0,3
795,796,31,50,3,4,10,0.4,0.3,0.2,0.02,0,1,2
796,795,31,50,3,4,10,0.4,0.3,0.2,0.01,0,1,2
797,797,31,50,3,4,10,0.4,0.3,0.2,0.03,0,1,2
798,801,32,50,3,4,10,0.4,0.3,0.01,0.02,0,0,3
799,799,31,50,3,4,10,0.4,0.3,0.2,0.05,0,2,1
800,800,32,50,3,4,10,0.4,0.3,0.01,0.01,0,2,1
801,798,31,50,3,4,10,0.4,0.3,0.2,0.04,1,0,2
802,803,32,50,3,4,10,0.4,0.3,0.01,0.04,0,0,3
803,805,32,50,3,4,10,0.4,0.3,0.05,0.01,0,0,3
804,802,32,50,3,4,10,0.4,0.3,0.01,0.03,0,0,3
805,804,32,50,3,4,10,0.4,0.3,0.01,0.05,0,0,3
806,806,32,50,3,4,10,0.4,0.3,0.05,0.02,0,2,1
807,807,32,50,3,4,10,0.4,0.3,0.05,0.03,0,1,2
808,809,32,50,3,4,10,0.4,0.3,0.05,0.05,0,1,2
809,808,32,50,3,4,10,0.4,0.3,0.05,0.04,0,0,3
810,812,32,50,3,4,10,0.4,0.3,0.1,0.03,0,0,3
811,810,32,50,3,4,10,0.4,0.3,0.1,0.01,0,1,2
812,811,32,50,3,4,10,0.4,0.3,0.1,0.02,0,0,3
813,813,32,50,3,4,10,0.4,0.3,0.1,0.04,0,1,2
814,814,32,50,3,4,10,0.4,0.3,0.1,0.05,0,1,2
815,815,32,50,3,4,10,0.4,0.3,0.15,0.01,0,1,2
816,817,32,50,3,4,10,0.4,0.3,0.15,0.03,0,1,2
817,816,32,50,3,4,10,0.4,0.3,0.15,0.02,0,0,3
818,818,32,50,3,4,10,0.4,0.3,0.15,0.04,0,1,2
819,819,32,50,3,4,10,0.4,0.3,0.15,0.05,0,2,1
820,820,32,50,3,4,10,0.4,0.3,0.2,0.01,0,1,2
821,821,32,50,3,4,10,0.4,0.3,0.2,0.02,0,0,3
822,823,32,50,3,4,10,0.4,0.3,0.2,0.04,0,1,2
823,822,32,50,3,4,10,0.4,0.3,0.2,0.03,0,0,3
824,824,32,50,3,4,10,0.4,0.3,0.2,0.05,0,2,1
825,826,33,50,3,4,10,0.4,0.3,0.01,0.02,1,0,2
826,825,33,50,3,4,10,0.4,0.3,0.01,0.01,0,1,2
827,827,33,50,3,4,10,0.4,0.3,0.01,0.03,0,0,3
828,829,33,50,3,4,10,0.4,0.3,0.01,0.05,0,2,1
829,828,33,50,3,4,10,0.4,0.3,0.01,0.04,0,1,2
830,831,33,50,3,4,10,0.4,0.3,0.05,0.02,0,1,2
831,830,33,50,3,4,10,0.4,0.3,0.05,0.01,1,0,2
832,832,33,50,3,4,10,0.4,0.3,0.05,0.03,0,1,2
833,833,33,50,3,4,10,0.4,0.3,0.05,0.04,0,1,2
834,837,33,50,3,4,10,0.4,0.3,0.1,0.03,0,1,2
835,836,33,50,3,4,10,0.4,0.3,0.1,0.02,0,0,3
836,834,33,50,3,4,10,0.4,0.3,0.05,0.05,0,1,2
837,838,33,50,3,4,10,0.4,0.3,0.1,0.04,0,1,2
838,835,33,50,3,4,10,0.4,0.3,0.1,0.01,0,0,3
839,839,33,50,3,4,10,0.4,0.3,0.1,0.05,0,0,3
840,840,33,50,3,4,10,0.4,0.3,0.15,0.01,0,1,2
841,841,33,50,3,4,10,0.4,0.3,0.15,0.02,0,2,1
842,842,33,50,3,4,10,0.4,0.3,0.15,0.03,0,1,2
843,843,33,50,3,4,10,0.4,0.3,0.15,0.04,0,0,3
844,845,33,50,3,4,10,0.4,0.3,0.2,0.01,0,1,2
845,844,33,50,3,4,10,0.4,0.3,0.15,0.05,0,1,2
846,847,33,50,3,4,10,0.4,0.3,0.2,0.03,0,0,3
847,846,33,50,3,4,10,0.4,0.3,0.2,0.02,0,2,1
848,848,33,50,3,4,10,0.4,0.3,0.2,0.04,0,0,3
849,849,33,50,3,4,10,0.4,0.3,0.2,0.05,0,0,3
850,850,34,50,3,4,10,0.4,0.3,0.01,0.01,0,0,3
851,851,34,50,3,4,10,0.4,0.3,0.01,0.02,0,1,2
852,853,34,50,3,4,10,0.4,0.3,0.01,0.04,0,1,2
853,854,34,50,3,4,10,0.4,0.3,0.01,0.05,0,0,3
854,852,34,50,3,4,10,0.4,0.3,0.01,0.03,0,0,3
855,855,34,50,3,4,10,0.4,0.3,0.05,0.01,0,1,2
856,856,34,50,3,4,10,0.4,0.3,0.05,0.02,0,1,2
857,859,34,50,3,4,10,0.4,0.3,0.05,0.05,0,0,3
858,857,34,50,3,4,10,0.4,0.3,0.05,0.03,0,1,2
859,858,34,50,3,4,10,0.4,0.3,0.05,0.04,0,1,2
860,861,34,50,3,4,10,0.4,0.3,0.1,0.02,0,0,3
861,860,34,50,3,4,10,0.4,0.3,0.1,0.01,1,0,2
862,864,34,50,3,4,10,0.4,0.3,0.1,0.05,0,0,3
863,862,34,50,3,4,10,0.4,0.3,0.1,0.03,0,1,2
864,863,34,50,3,4,10,0.4,0.3,0.1,0.04,0,2,1
865,865,34,50,3,4,10,0.4,0.3,0.15,0.01,0,1,2
866,866,34,50,3,4,10,0.4,0.3,0.15,0.02,0,1,2
867,867,34,50,3,4,10,0.4,0.3,0.15,0.03,0,0,3
868,868,34,50,3,4,10,0.4,0.3,0.15,0.04,0,0,3
869,869,34,50,3,4,10,0.4,0.3,0.15,0.05,0,2,1
870,870,34,50,3,4,10,0.4,0.3,0.2,0.01,0,0,3
871,871,34,50,3,4,10,0.4,0.3,0.2,0.02,0,1,2
872,872,34,50,3,4,10,0.4,0.3,0.2,0.03,0,1,2
873,873,34,50,3,4,10,0.4,0.3,0.2,0.04,0,1,2
874,878,35,50,3,4,10,0.4,0.3,0.01,0.04,0,2,1
875,874,34,50,3,4,10,0.4,0.3,0.2,0.05,0,2,1
876,875,35,50,3,4,10,0.4,0.3,0.01,0.01,0,1,2
877,876,35,50,3,4,10,0.4,0.3,0.01,0.02,0,0,3
878,877,35,50,3,4,10,0.4,0.3,0.01,0.03,0,1,2
879,880,35,50,3,4,10,0.4,0.3,0.05,0.01,0,0,3
880,879,35,50,3,4,10,0.4,0.3,0.01,0.05,0,1,2
881,882,35,50,3,4,10,0.4,0.3,0.05,0.03,0,0,3
882,883,35,50,3,4,10,0.4,0.3,0.05,0.04,0,1,2
883,884,35,50,3,4,10,0.4,0.3,0.05,0.05,0,2,1
884,886,35,50,3,4,10,0.4,0.3,0.1,0.02,0,0,3
885,881,35,50,3,4,10,0.4,0.3,0.05,0.02,0,0,3
886,885,35,50,3,4,10,0.4,0.3,0.1,0.01,0,1,2
887,887,35,50,3,4,10,0.4,0.3,0.1,0.03,0,0,3
888,888,35,50,3,4,10,0.4,0.3,0.1,0.04,0,0,3
889,892,35,50,3,4,10,0.4,0.3,0.15,0.03,0,0,3
890,891,35,50,3,4,10,0.4,0.3,0.15,0.02,0,0,3
891,890,35,50,3,4,10,0.4,0.3,0.15,0.01,0,1,2
892,893,35,50,3,4,10,0.4,0.3,0.15,0.04,0,1,2
893,889,35,50,3,4,10,0.4,0.3,0.1,0.05,0,1,2
894,894,35,50,3,4,10,0.4,0.3,0.15,0.05,0,1,2
895,895,35,50,3,4,10,0.4,0.3,0.2,0.01,0,1,2
896,898,35,50,3,4,10,0.4,0.3,0.2,0.04,0,1,2
897,896,35,50,3,4,10,0.4,0.3,0.2,0.02,0,1,2
898,899,35,50,3,4,10,0.4,0.3,0.2,0.05,0,1,2
899,900,36,50,3,4,10,0.4,0.3,0.01,0.01,0,1,2
900,897,35,50,3,4,10,0.4,0.3,0.2,0.03,0,0,3
901,901,36,50,3,4,10,0.4,0.3,0.01,0.02,0,0,3
902,904,36,50,3,4,10,0.4,0.3,0.01,0.05,0,1,2
903,902,36,50,3,4,10,0.4,0.3,0.01,0.03,0,2,1
904,903,36,50,3,4,10,0.4,0.3,0.01,0.04,0,1,2
905,907,36,50,3,4,10,0.4,0.3,0.05,0.03,0,1,2
906,905,36,50,3,4,10,0.4,0.3,0.05,0.01,0,2,1
907,906,36,50,3,4,10,0.4,0.3,0.05,0.02,0,0,3
908,913,36,50,3,4,10,0.4,0.3,0.1,0.04,0,0,3
909,908,36,50,3,4,10,0.4,0.3,0.05,0.04,0,0,3
910,911,36,50,3,4,10,0.4,0.3,0.1,0.02,0,1,2
911,910,36,50,3,4,10,0.4,0.3,0.1,0.01,0,2,1
912,912,36,50,3,4,10,0.4,0.3,0.1,0.03,0,0,3
913,915,36,50,3,4,10,0.4,0.3,0.15,0.01,0,0,3
914,909,36,50,3,4,10,0.4,0.3,0.05,0.05,0,1,2
915,914,36,50,3,4,10,0.4,0.3,0.1,0.05,0,1,2
916,916,36,50,3,4,10,0.4,0.3,0.15,0.02,0,0,3
917,917,36,50,3,4,10,0.4,0.3,0.15,0.03,0,0,3
918,918,36,50,3,4,10,0.4,0.3,0.15,0.04,0,0,3
919,920,36,50,3,4,10,0.4,0.3,0.2,0.01,0,1,2
920,919,36,50,3,4,10,0.4,0.3,0.15,0.05,0,1,2
921,923,36,50,3,4,10,0.4,0.3,0.2,0.04,0,1,2
922,924,36,50,3,4,10,0.4,0.3,0.2,0.05,0,1,2
923,922,36,50,3,4,10,0.4,0.3,0.2,0.03,0,1,2
924,921,36,50,3,4,10,0.4,0.3,0.2,0.02,0,0,3
925,926,37,50,3,4,10,0.4,0.3,0.01,0.02,0,0,3
926,927,37,50,3,4,10,0.4,0.3,0.01,0.03,0,0,3
927,929,37,50,3,4,10,0.4,0.3,0.01,0.05,0,0,3
928,925,37,50,3,4,10,0.4,0.3,0.01,0.01,0,1,2
929,931,37,50,3,4,10,0.4,0.3,0.05,0.02,0,1,2
930,928,37,50,3,4,10,0.4,0.3,0.01,0.04,0,1,2
931,933,37,50,3,4,10,0.4,0.3,0.05,0.04,0,1,2
932,930,37,50,3,4,10,0.4,0.3,0.05,0.01,0,1,2
933,934,37,50,3,4,10,0.4,0.3,0.05,0.05,0,0,3
934,935,37,50,3,4,10,0.4,0.3,0.1,0.01,0,1,2
935,936,37,50,3,4,10,0.4,0.3,0.1,0.02,0,0,3
936,932,37,50,3,4,10,0.4,0.3,0.05,0.03,0,1,2
937,938,37,50,3,4,10,0.4,0.3,0.1,0.04,0,1,2
938,937,37,50,3,4,10,0.4,0.3,0.1,0.03,0,1,2
939,939,37,50,3,4,10,0.4,0.3,0.1,0.05,0,1,2
940,941,37,50,3,4,10,0.4,0.3,0.15,0.02,0,2,1
941,940,37,50,3,4,10,0.4,0.3,0.15,0.01,0,0,3
942,942,37,50,3,4,10,0.4,0.3,0.15,0.03,0,1,2
943,945,37,50,3,4,10,0.4,0.3,0.2,0.01,0,0,3
944,943,37,50,3,4,10,0.4,0.3,0.15,0.04,0,1,2
945,944,37,50,3,4,10,0.4,0.3,0.15,0.05,0,0,3
946,946,37,50,3,4,10,0.4,0.3,0.2,0.02,0,1,2
